INSTITUICAO_ENSINO_ALUNO_2024,NOME,IDADE_ALUNO_2024,ANOS_PM_2024,FASE_TURMA_2024,PONTO_VIRADA_2024,INDE_2024,INDE_CONCEITO_2024,PEDRA_2024,DESTAQUE_IEG_2024,DESTAQUE_IDA_2024,DESTAQUE_IPV_2024,IAA_2024,IEG_2024,IPS_2024,IDA_2024,IPP_2024,IPV_2024,IAN_2024
Escola Pública,Aluno-1395,9,4,1A,,"8,599783333",B,Topázio,,,,"9,5","10,0","7,5","7,8","7,8","7,8",10
UNISA,Aluno-1396,11,1,1A,,"7,8477",B,Ametista,,,,"9,5","10,0","7,5","6,5","8,1","7,7",5
Escola Pública,Aluno-1025,10,1,1A,,"7,897071212",A,Ametista,,,,"9,0","7,7","7,5","9,0","8,4","7,8",5
Rede Decisão/União,Aluno-1019,9,3,1A,,"8,692255195",B,Topázio,,,,"9,5","9,3","6,3","8,8","7,8","8,6",10
Escola Pública,Aluno-879,10,3,1A,,"8,109631818",C,Topázio,,,,"9,5","9,1","6,3","8,5","7,8","8,7",5
Escola Pública,Aluno-1020,10,3,1A,,"8,954495455",C,Topázio,,,,"9,0","9,8","6,9","9,0","8,4","8,8",10
Rede Decisão/União,Aluno-1021,10,4,1A,,"8,098586364",A,Topázio,,,,"9,5","9,3","7,5","8,0","8,4","8,0",5
Rede Decisão/União,Aluno-1022,10,3,1A,,"7,613169697",B,Ametista,,,,"9,5","9,3","6,3","6,5","7,5","8,1",5
Rede Decisão/União,Aluno-1397,10,4,1A,,"7,828033333",B,Ametista,,,,"9,0","10,0","6,3","7,0","8,1","7,9",5
Escola Pública,Aluno-699,11,2,1A,,1900-01-05 10:15:59,D,Agata,,,,"6,3","7,7","6,3","6,5","6,6","5,8",5
FIAP,Aluno-1398,11,4,1B,,"7,989700527",D,Ametista,,,,"6,9","9,6","7,5","8,0","8,1","8,6",5
Escola Pública,Aluno-871,10,1,1B,,"7,291729315",C,Ametista,,,,"8,5","9,3","4,4","7,3","5,3","5,8",10
FIAP,Aluno-1399,11,1,1B,,"7,438578788",B,Ametista,,,,"9,0","9,8","5,0","6,0","7,5","8,2",5
Escola Pública,Aluno-873,12,1,1B,,"7,61095",B,Ametista,,,,"8,0","10,0","6,9","6,8","7,2","7,8",5
Escola Pública,Aluno-898,10,0,1B,,"7,866133333",B,Ametista,,,,"6,4","10,0","7,5","7,5","7,5","8,6",5
Escola Pública,Aluno-750,12,2,1B,,"4,542230369",C,Quartzo,,,,"6,2","5,9","4,4","3,8","4,1","3,2",5
Escola Pública,Aluno-899,9,2,1B,,"8,425024769",C,Topázio,,,,"10,0","9,1","5,6","8,3","8,1","7,9",10
Escola Pública,Aluno-878,11,0,1B,,"6,533556061",B,Agata,,,,"9,0","6,1","4,4","6,8","7,2","7,0",5
Escola Pública,Aluno-893,10,1,1B,,"8,891033333",B,Topázio,,,,"9,0","10,0","7,5","9,3","8,1","7,9",10
Escola Pública,Aluno-1024,11,3,1B,,"8,651616667",C,Topázio,,,,"8,0","10,0","7,5","10,0","8,4","8,8",5
Rede Decisão/União,Aluno-900,9,4,1B,,"8,80200303",D,Topázio,,,,"9,0","9,3","8,1","8,5","8,1","8,6",10
Escola Pública,Aluno-903,9,1,1B,,"8,075828788",B,Topázio,,,,"10,0","9,8","7,5","5,0","7,8","7,9",10
Rede Decisão/União,Aluno-1400,9,4,1B,,"7,622839526",B,Ametista,,,,"8,4","6,7","7,5","7,3","7,5","7,5",10
Escola Pública,Aluno-851,10,0,1B,,"6,211460211",D,Agata,,,,"9,0","7,3","5,6","6,0","5,6","5,1",5
Escola Pública,Aluno-1028,12,1,1B,,"7,14043386",D,Ametista,,,,"8,0","7,1","5,6","7,5","6,9","8,4",5
Escola Pública,Aluno-922,9,1,1C,,"8,520995455",B,Topázio,,,,"9,0","9,5","7,5","7,8","7,8","8,2",10
Rede Decisão/União,Aluno-684,9,4,1C,,"7,769381818",B,Ametista,,,,"10,0","9,1","7,5","4,3","7,5","8,0",10
Escola Pública,Aluno-1031,11,2,1C,,"6,875722727",B,Agata,,,,"9,5","8,6","7,5","6,3","5,3","5,8",5
Rede Decisão/União,Aluno-892,9,2,1C,,"8,6977",B,Topázio,,,,"8,0","10,0","7,5","8,8","8,1","7,9",10
Escola Pública,Aluno-1029,10,0,1C,,"7,797790909",A,Ametista,,,,"9,0","8,8","6,9","8,8","7,5","7,3",5
Escola Pública,Aluno-1032,11,1,1C,,"8,01645",D,Topázio,,,,"8,5","9,8","7,5","8,0","7,8","7,9",5
Escola Pública,Aluno-894,10,2,1C,,"8,67895",B,Topázio,,,,"10,0","10,0","7,5","9,5","8,4","8,4",5
Escola Pública,Aluno-1401,13,2,1C,,"8,118827778",C,Topázio,,,,"6,9","8,9","7,5","10,0","7,8","8,1",5
Escola Pública,Aluno-896,8,3,1C,,"8,285245455",B,Topázio,,,,"8,5","9,8","7,5","6,5","8,1","8,1",10
Escola Pública,Aluno-693,9,1,1C,,"8,907995455",C,Topázio,,,,"10,0","9,5","9,4","8,0","7,8","8,4",10
Escola Pública,Aluno-743,11,0,1C,,"7,655745455",C,Ametista,,,,"9,0","9,3","7,5","7,0","7,5","7,5",5
Escola Pública,Aluno-681,11,0,1C,,"6,039881818",C,Agata,,,,"9,5","7,8","6,3","2,5","5,6","6,7",5
Escola Pública,Aluno-1035,10,0,1C,,"7,833495455",B,Ametista,,,,"9,5","9,0","7,5","7,0","8,4","7,9",5
Escola Pública,Aluno-850,10,2,1C,,"7,864245455",B,Ametista,,,,"10,0","9,3","6,3","7,8","7,5","7,9",5
Escola Pública,Aluno-1402,10,2,1D,,"8,588040909",D,Topázio,,,,"10,0","9,5","7,5","7,3","8,4","8,2",10
Escola Pública,Aluno-1403,11,1,1D,,"8,257421862",B,Topázio,,,,"9,0","9,3","7,5","8,8","8,4","8,3",5
Escola Pública,Aluno-1404,9,0,1D,,"8,397131818",B,Topázio,,,,"8,5","9,1","7,5","7,5","8,4","8,2",10
Escola Pública,Aluno-923,9,1,1D,,"7,688609091",B,Ametista,,,,"8,0","8,0","7,5","5,5","8,1","8,2",10
Escola Pública,Aluno-847,11,0,1D,,"5,009290909",C,Quartzo,,,,"9,0","4,5","5,0","1,0","7,5","6,2",5
Escola Pública,Aluno-1405,10,1,1D,,"8,474972727",C,Topázio,,,,"8,0","8,6","7,5","8,8","8,1","8,2",10
Escola Pública,Aluno-1406,10,1,1D,,"7,818677273",B,Ametista,,,,"8,0","8,9","7,5","7,5","8,4","8,3",5
Escola Pública,Aluno-1407,10,1,1D,,"7,546086364",A,Ametista,,,,"10,0","9,3","7,5","5,8","7,8","7,5",5
Escola Pública,Aluno-1408,11,1,1D,,"7,626768182",C,Ametista,,,,"10,0","8,4","7,5","6,8","8,4","7,5",5
Escola Pública,Aluno-1409,10,2,1D,,"7,863131818",B,Ametista,,,,"10,0","9,1","7,5","7,3","8,4","7,5",5
Escola Pública,Aluno-1410,11,1,1E,,"7,531927273",D,Ametista,,,,"9,0","8,1","7,5","6,3","8,8","8,2",5
Escola Pública,Aluno-874,10,1,1E,,"7,023593939",A,Ametista,,,,"9,5","4,7","6,3","7,8","8,8","7,9",5
Escola Pública,Aluno-1411,11,0,1E,,"6,88695",D,Agata,,,,"9,0","9,5","6,3","2,8","8,4","7,8",5
Escola Pública,Aluno-1412,10,0,1E,,"9,204671862",D,Topázio,,,,"10,0","9,3","7,5","9,8","8,8","8,8",10
Escola Pública,Aluno-690,11,1,1E,,"7,385368182",D,Ametista,,,,"7,9","8,4","7,5","6,3","8,4","7,8",5
Escola Pública,Aluno-1413,12,4,1E,,"7,747564719",B,Ametista,,,,"9,0","8,6","7,5","7,3","8,4","7,9",5
Escola Pública,Aluno-1414,10,0,1E,,"8,840007359",C,Topázio,,,,"9,5","9,3","6,9","8,5","8,8","8,8",10
Rede Decisão/União,Aluno-995,12,3,1E,,"5,110372078",B,Quartzo,,,,"10,0","5,4","5,6","2,0","7,2","4,3",5
Escola Pública,Aluno-853,10,0,1G,,"7,986866667",C,Ametista,,,,"8,5","9,6","6,3","6,3","8,3","7,6",10
Escola Pública,Aluno-854,9,3,1G,,"7,8262",D,Ametista,,,,"9,5","10,0","6,3","7,0","5,8","6,3",10
Escola Pública,Aluno-1415,10,1,1G,,"7,371245455",C,Ametista,,,,"8,0","9,8","6,3","6,8","7,3","7,1",5
Escola Pública,Aluno-842,10,2,1G,,"7,072914756",B,Ametista,,,,"8,5","7,5","6,3","7,5","6,9","7,0",5
Rede Decisão/União,Aluno-700,11,4,1G,,"7,005745455",B,Ametista,,,,"8,5","9,6","5,6","5,3","7,3","7,0",5
Escola Pública,Aluno-1416,12,0,1G,,"7,37550303",B,Ametista,,,,"8,5","8,3","7,5","7,8","7,9","6,4",5
Escola Pública,Aluno-911,12,2,1G,,"5,455245455",B,Quartzo,,,,"8,0","4,8","7,5","4,5","6,0","4,7",5
Escola Pública,Aluno-859,9,1,1G,,"8,581790909",B,Topázio,,,,"8,0","9,3","7,5","8,0","9,0","8,3",10
Escola Pública,Aluno-860,9,1,1G,,"8,773866667",B,Topázio,,,,"9,0","9,8","7,5","8,5","8,8","7,9",10
Escola Pública,Aluno-727,10,1,1G,,"8,44700303",D,Topázio,,,,"10,0","8,5","6,3","8,5","8,1","8,1",10
Escola Pública,Aluno-1417,10,0,1G,,"7,743624242",C,Ametista,,,,"9,0","9,3","7,5","9,0","6,3","6,5",5
Escola Pública,Aluno-910,9,4,1G,,"8,116381818",B,Topázio,,,,"8,5","8,7","7,5","7,5","7,9","7,4",10
Rede Decisão/União,Aluno-840,10,2,1G,,"8,591290909",B,Topázio,,,,"9,5","9,3","7,5","8,0","8,3","7,9",10
FIAP,Aluno-926,10,4,1G,,"7,783078788",D,Ametista,,,,"9,0","9,8","7,5","7,0","8,3","7,2",5
Escola Pública,Aluno-1418,11,1,1G,,"7,735290909",D,Ametista,,,,"8,5","9,1","7,5","8,3","7,9","6,8",5
Escola Pública,Aluno-927,10,1,1G,,"7,992169697",A,Ametista,,,,"8,0","9,3","7,5","6,5","8,3","7,2",10
Escola Pública,Aluno-672,11,1,1H,,"4,211813834",C,Quartzo,,,,"7,9","4,0","6,3","0,0","6,0","4,5",5
Rede Decisão/União,Aluno-1043,11,4,1H,,"7,539847563",B,Ametista,,,,"10,0","8,0","7,5","8,3","7,3","6,6",5
Escola Pública,Aluno-738,10,1,1H,,"7,262698024",C,Ametista,,,,"10,0","7,3","6,9","7,3","6,9","7,4",5
Escola Pública,Aluno-1419,10,2,1H,,"8,7537",B,Topázio,,,,"8,5","10,0","7,5","7,5","9,0","8,8",10
FIAP,Aluno-704,12,1,1H,,"6,812115679",B,Agata,,,,"7,5","8,6","5,6","6,5","6,5","6,6",5
Rede Decisão/União,Aluno-705,12,2,1H,,"5,294247619",A,Quartzo,,,,"9,0","6,4","5,0","3,5","5,6","4,2",5
Rede Decisão/União,Aluno-822,12,3,1H,,"5,264567852",B,Quartzo,,,,"0,0","4,6","5,0","6,8","6,7","6,6",5
Escola Pública,Aluno-740,11,1,1H,,"8,161100527",B,Topázio,,,,"9,0","9,6","7,5","8,0","8,5","8,2",5
Escola Pública,Aluno-741,12,2,1H,,"5,079588537",B,Quartzo,,,,"8,4","5,3","5,0","3,8","5,8","4,2",5
Escola Pública,Aluno-1420,12,0,1H,,"5,6558",C,Quartzo,,,,"7,9","5,5","6,3","4,5","6,5","5,4",5
Escola Pública,Aluno-709,12,0,1H,,"6,833780896",A,Agata,,,,"7,4","8,0","7,5","6,0","6,9","6,8",5
Escola Pública,Aluno-1421,11,4,1H,,"7,126922222",B,Ametista,,,,"9,0","6,8","7,5","7,5","6,9","7,2",5
Escola Pública,Aluno-1422,11,2,1J,,"7,0132",B,Ametista,,,,"9,5","7,5","7,5","4,8","8,1","7,7",5
Escola Pública,Aluno-1423,11,1,1J,,"6,40345",B,Agata,,,,"8,5","5,3","7,5","5,8","7,8","6,5",5
Escola Pública,Aluno-733,10,0,1J,,"8,808825",A,Topázio,,,,"10,0","10,0","7,5","9,3","8,9","9,1",5
Escola Pública,Aluno-836,11,1,1J,,"6,023453788",B,Agata,,,,"9,5","6,4","7,5","2,8","7,3","6,3",5
Escola Pública,Aluno-1424,12,0,1J,,"7,554338889",C,Ametista,,,,"9,0","8,9","7,5","7,3","7,8","6,9",5
Rede Decisão/União,Aluno-1425,12,1,1J,,"6,82909881",B,Agata,,,,"9,0","6,8","7,5","7,0","7,3","5,9",5
Escola Pública,Aluno-1426,11,2,1J,,"5,836747619",B,Quartzo,,,,"9,5","5,8","7,5","2,8","7,5","5,8",5
Escola Pública,Aluno-716,11,2,1J,,"6,237294368",A,Agata,,,,"9,0","5,5","7,5","5,8","6,7","5,8",5
Escola Pública,Aluno-1049,11,2,1J,,"6,821885606",B,Agata,,,,"9,5","8,0","7,5","4,5","7,7","6,7",5
Escola Pública,Aluno-1427,11,0,1J,,"8,425325",B,Topázio,,,,"9,5","10,0","7,5","8,0","8,9","8,7",5
Rede Decisão/União,Aluno-1052,10,3,1J,,"7,744032576",B,Ametista,,,,"5,8","9,1","6,3","8,3","8,6","8,5",5
Escola Pública,Aluno-719,12,0,1J,,"7,11939697",D,Ametista,,,,"10,0","7,3","7,5","6,5","7,5","6,7",5
Escola Pública,Aluno-1055,12,1,1J,,"6,403040909",B,Agata,,,,"10,0","5,8","7,5","5,5","7,2","5,9",5
Escola Pública,Aluno-747,12,1,1K,,"5,845080952",D,Quartzo,,,,"10,0","8,1","5,0","2,3","7,1","5,3",5
Escola Pública,Aluno-928,9,1,1K,,"8,873366667",B,Topázio,,,,"8,0","10,0","7,5","8,8","8,5","8,6",10
Escola Pública,Aluno-748,11,1,1K,,"8,2272",C,Topázio,,,,"9,5","10,0","7,5","7,8","8,8","8,0",10
Escola Pública,Aluno-769,11,2,1K,,"7,099342857",B,Ametista,,,,"10,0","6,0","7,5","6,0","7,9","8,3",5
Escola Pública,Aluno-876,9,1,1K,,"7,612057143",A,Ametista,,,,"8,5","9,0","7,5","3,8","8,3","8,1",10
Escola Pública,Aluno-776,11,1,1K,,"5,178509524",C,Quartzo,,,,"7,9","6,0","5,6","0,0","8,3","6,5",5
Escola Pública,Aluno-753,10,0,1K,,"8,245057143",C,Topázio,,,,"10,0","9,0","7,5","8,5","8,3","8,3",5
Escola Pública,Aluno-601,10,2,1K,,"8,5107",D,Topázio,,,,"9,5","10,0","7,5","8,8","8,8","8,4",5
Escola Pública,Aluno-955,11,2,1K,,"6,245452381",C,Agata,,,,"0,0","6,9","7,5","5,8","8,1","8,3",5
Escola Pública,Aluno-831,10,3,1K,,"8,006628572",D,Topázio,,,,"10,0","9,5","6,3","7,8","7,9","8,2",5
Escola Pública,Aluno-1067,11,1,1K,,"7,840033333",D,Ametista,,,,"10,0","8,3","7,5","6,8","8,5","8,6",5
Escola Pública,Aluno-1058,10,1,1K,,"7,703347619",B,Ametista,,,,"9,2","8,1","6,9","7,8","8,1","8,1",5
Escola Pública,Aluno-757,11,2,1K,,"7,938842857",B,Ametista,,,,"9,5","9,3","7,5","7,0","8,1","8,3",5
Escola Pública,Aluno-794,10,1,1K,,"7,145652381",D,Ametista,,,,"9,5","6,9","7,5","3,0","8,1","8,3",10
Escola Pública,Aluno-960,11,1,1K,,"5,286047619",C,Quartzo,,,,"0,0","8,1","7,5","3,0","7,5","5,3",5
Escola Pública,Aluno-587,12,1,1L,,"6,817057143",D,Agata,,,,"9,0","7,4","7,5","6,3","7,9","5,7",5
Escola Pública,Aluno-826,10,1,1L,,"7,9442",B,Ametista,,,,"10,0","10,0","6,3","6,8","7,5","8,6",5
Escola Pública,Aluno-789,9,1,1L,,"8,044390476",B,Topázio,,,,"9,0","9,0","7,5","5,3","9,2","8,1",10
Escola Pública,Aluno-1056,10,3,1L,,"8,192009524",B,Topázio,,,,"8,5","9,3","7,5","8,3","9,2","8,3",5
Escola Pública,Aluno-1428,10,0,1L,,"8,006108497",A,Topázio,,,,"8,5","8,9","7,5","8,0","9,2","8,1",5
Escola Pública,Aluno-830,11,1,1L,,"7,137342857",B,Ametista,,,,"9,0","7,6","5,6","6,8","8,3","7,3",5
Escola Pública,Aluno-780,11,1,1L,,"7,743033333",B,Ametista,,,,"9,5","10,0","5,6","6,0","9,0","8,2",5
Escola Pública,Aluno-1057,10,1,1L,,"8,2352",D,Topázio,,,,"10,0","10,0","6,3","8,0","8,8","8,2",5
Escola Pública,Aluno-1062,10,3,1L,,"7,61472381",B,Ametista,,,,"8,0","9,0","5,6","7,3","8,8","8,1",5
Escola Pública,Aluno-1429,11,2,1L,,"8,041811111",D,Topázio,,,,"9,5","8,9","7,5","7,8","9,0","8,1",5
Escola Pública,Aluno-1430,11,1,1L,,"7,864033333",B,Ametista,,,,"8,5","10,0","7,5","6,3","9,0","8,1",5
Escola Pública,Aluno-767,12,2,1L,,"8,131890476",C,Topázio,,,,"9,5","9,0","7,5","8,3","8,5","8,1",10
Escola Pública,Aluno-943,9,0,1L,,"8,965033333",B,Topázio,,,,"10,0","10,0","7,5","8,0","9,0","8,6",10
Escola Pública,Aluno-782,10,1,1L,,"8,189628571",A,Topázio,,,,"9,5","7,9","7,5","7,8","7,5","8,1",10
Escola Pública,Aluno-795,10,1,1L,,"8,441414286",B,Topázio,,,,"9,5","9,8","6,3","9,5","9,0","8,1",5
Escola Pública,Aluno-1431,11,0,1M,,"7,914729244",B,Ametista,,,,"9,0","7,7","7,5","8,0","8,0","9,1",5
Escola Pública,Aluno-1432,10,1,1M,,"8,774075",D,Topázio,,,,"10,0","10,0","7,5","9,5","9,2","8,5",5
Escola Pública,Aluno-1433,10,1,1M,,"8,193989596",D,Topázio,,,,"8,5","9,1","7,5","8,8","8,3","8,5",5
UNISA,Aluno-1434,10,1,1M,,"8,277598292",C,Topázio,,,,"8,5","8,0","6,3","9,0","9,5","9,8",5
Escola Pública,Aluno-958,9,1,1M,,"9,531325",D,Topázio,,,,"10,0","10,0","6,3","10,0","9,5","9,8",10
Escola Pública,Aluno-961,10,1,1M,,"6,529417909",C,Agata,,,,"9,0","8,9","6,3","5,5","5,9","5,2",5
Escola Pública,Aluno-1435,10,2,1M,,"7,719616667",D,Ametista,,,,"9,5","7,8","7,5","7,5","7,2","6,2",10
Rede Decisão/União,Aluno-755,10,2,1M,,"8,92545",B,Topázio,,,,"10,0","10,0","7,5","9,8","9,1","9,1",5
Escola Pública,Aluno-1436,11,3,1M,,"7,589914648",B,Ametista,,,,"7,4","8,7","7,5","8,0","8,3","7,2",5
Escola Pública,Aluno-1437,11,2,1M,,"7,982890217",B,Ametista,,,,"8,5","9,3","7,5","8,0","8,3","7,9",5
Escola Pública,Aluno-1438,10,3,1M,,"8,176825",B,Topázio,,,,"10,0","9,0","7,5","7,0","8,9","9,2",5
UNISA,Aluno-1439,11,0,1M,,"8,5077",C,Topázio,,,,"7,5","10,0","7,5","8,5","9,4","9,3",5
Rede Decisão/União,Aluno-1440,10,4,1M,,"7,469102692",B,Ametista,,,,"9,0","9,5","7,5","4,5","8,8","8,2",5
Escola Pública,Aluno-1441,9,2,1M,,"8,96164617",C,Topázio,,,,"9,5","9,1","7,5","8,5","9,4","9,0",10
Escola Pública,Aluno-1442,13,2,1M,,"7,135189648",D,Ametista,,,,"8,0","8,7","7,5","7,3","7,5","5,7",5
Escola Pública,Aluno-1443,13,1,1N,,"6,921633333",A,Agata,,,,"6,9","7,5","6,3","6,8","7,7","7,4",5
Escola Pública,Aluno-1444,11,1,1N,,"6,610588889",B,Agata,,,,"8,5","5,3","7,5","6,0","7,7","7,4",5
Escola Pública,Aluno-956,12,3,1N,,"6,117590646",D,Agata,,,,"9,5","6,0","6,9","3,3","7,1","7,1",5
Escola Pública,Aluno-952,9,1,1N,,"8,853624242",B,Topázio,,,,"9,5","9,5","6,3","8,5","8,3","9,2",10
Escola Pública,Aluno-939,12,2,1N,,"7,051379842",C,Ametista,,,,"9,0","8,9","5,6","5,0","8,1","7,5",5
Escola Pública,Aluno-953,9,1,1N,,"7,961241502",D,Ametista,,,,"9,0","6,9","6,3","8,5","8,1","7,8",10
Escola Pública,Aluno-954,9,1,1N,,"8,282379842",D,Topázio,,,,"9,5","8,9","6,3","7,8","8,1","7,8",10
Escola Pública,Aluno-792,11,3,1N,,"6,036012253",C,Agata,,,,"8,5","5,3","7,5","3,3","8,1","7,1",5
FIAP,Aluno-1000,9,2,1N,,"8,364790909",C,Topázio,,,,"9,0","9,5","6,3","7,8","8,1","7,8",10
FIAP,Aluno-763,11,2,1N,,"6,984760606",C,Agata,,,,"9,0","8,9","6,3","5,3","7,7","6,8",5
Escola Pública,Aluno-1001,10,2,1N,,"7,796431884",C,Ametista,,,,"7,5","9,3","7,5","7,8","7,9","7,9",5
Escola João Paulo II,Aluno-1445,10,2,1N,,"7,842866667",C,Ametista,,,,"9,5","9,5","7,5","7,3","7,9","7,5",5
Escola Pública,Aluno-1446,9,3,1N,,"5,900406192",D,Quartzo,,,,"8,0","6,7","6,3","0,0","7,3","7,1",10
Escola Pública,Aluno-768,12,1,1N,,"7,034537945",D,Ametista,,,,"9,0","8,0","6,3","5,5","8,1","7,5",5
Escola Pública,Aluno-1447,11,1,1N,,"7,540235088",C,Ametista,,,,"9,5","9,7","7,5","5,3","7,9","7,8",5
Escola Pública,Aluno-980,9,1,1P,,"7,946388312",D,Ametista,,,,"9,0","9,1","7,5","6,3","7,5","7,4",10
Escola Pública,Aluno-982,8,1,1P,,"8,119860173",C,Topázio,,,,"10,0","8,4","7,5","8,3","6,9","6,8",10
Escola Pública,Aluno-1448,13,1,1P,,"7,466126407",B,Ametista,,,,"9,0","9,5","7,5","6,0","7,5","7,3",5
Escola Pública,Aluno-1070,12,2,1P,,"6,287171862",A,Agata,,,,"9,0","9,3","5,6","2,3","6,9","6,6",5
Escola Pública,Aluno-985,9,0,1P,,"8,2432",A,Topázio,,,,"8,5","10,0","6,3","7,5","7,5","7,6",10
Escola Pública,Aluno-986,9,1,1P,,"8,260340693",B,Topázio,,,,"10,0","9,3","6,3","8,5","7,1","6,8",10
Escola Pública,Aluno-810,10,2,1P,,"7,704770175",C,Ametista,,,,"7,5","9,5","5,6","9,0","6,5","7,8",5
Escola Pública,Aluno-987,9,1,1P,,"8,302886147",C,Topázio,,,,"9,0","9,1","7,5","7,5","7,7","7,8",10
Escola Pública,Aluno-988,10,0,1P,,"8,176533333",B,Topázio,,,,"9,5","10,0","7,5","7,8","8,3","8,0",5
Escola Pública,Aluno-805,10,1,1R,,"6,937586905",A,Agata,,,,"8,5","9,5","4,4","6,0","7,0","6,7",5
Escola Pública,Aluno-806,10,1,1R,,"6,972777381",D,Agata,,,,"8,5","6,9","7,5","6,8","7,7","6,9",5
Rede Decisão/União,Aluno-807,10,3,1R,,"7,797628571",B,Ametista,,,,"9,0","7,9","7,5","7,0","7,5","7,1",10
Escola Pública,Aluno-808,10,2,1R,,"8,7897",B,Topázio,,,,"9,0","10,0","7,5","8,8","8,1","7,9",10
Rede Decisão/União,Aluno-963,10,1,1R,,"8,375080952",A,Topázio,,,,"7,5","9,8","7,5","7,5","8,1","8,0",10
Escola Pública,Aluno-989,10,2,1R,,"7,374378571",D,Ametista,,,,"9,5","7,9","6,3","6,0","7,2","6,5",10
Escola Pública,Aluno-964,10,0,1R,,"7,548241667",B,Ametista,,,,"9,5","8,3","7,5","7,3","8,0","7,2",5
Escola Pública,Aluno-1449,10,0,1R,,"7,214341667",B,Ametista,,,,"7,4","8,3","7,5","6,8","8,0","7,0",5
Escola Pública,Aluno-801,10,2,1R,,"6,6752",B,Agata,,,,"9,0","5,8","7,5","8,0","6,3","5,7",5
Escola Pública,Aluno-1450,9,2,1R,,"7,405235714",B,Ametista,,,,"9,5","8,6","7,5","3,5","7,8","7,5",10
Escola Pública,Aluno-984,9,2,1R,,"8,475080952",D,Topázio,,,,"9,5","9,8","7,5","7,0","8,1","8,0",10
Escola Pública,Aluno-1451,11,1,1R,,"7,560479762",B,Ametista,,,,"10,0","8,8","7,5","6,0","8,0","7,8",5
Escola Pública,Aluno-967,11,1,1R,,"5,442610714",D,Quartzo,,,,"9,5","3,6","7,5","4,8","5,8","5,0",5
Escola Pública,Aluno-968,10,1,1R,,"7,840354762",C,Ametista,,,,"9,0","8,8","7,5","7,8","8,4","7,7",5
Escola Pública,Aluno-521,11,2,2A,,"7,479842857",D,Ametista,,,,"8,0","9,0","5,0","6,3","6,7","7,3",10
Escola Pública,Aluno-821,11,0,2A,,"6,643866667",B,Agata,,,,"8,5","5,9","7,5","4,3","6,7","6,7",10
Escola Pública,Aluno-1075,13,1,2A,,"6,810081232",B,Agata,,,,"7,5","8,5","3,8","6,0","7,7","7,6",5
Escola Pública,Aluno-1048,11,2,2A,,"7,519866667",B,Ametista,,,,"8,5","6,8","6,3","6,3","7,7","8,3",10
Escola Pública,Aluno-1082,13,1,2A,,"6,611485714",B,Agata,,,,"7,5","7,6","10,0","3,8","7,1","6,9",5
Escola Pública,Aluno-680,12,2,2A,,"4,980071429",B,Quartzo,,,,"0,0","6,6","5,6","3,0","6,7","6,6",5
Escola Pública,Aluno-698,10,2,2A,,"7,336319048",C,Ametista,,,,"9,0","8,3","6,9","4,5","7,3","7,3",10
Rede Decisão/União,Aluno-1452,12,3,2A,,"8,626866667",B,Topázio,,,,"9,0","10,0","7,5","7,8","7,9","8,2",10
Escola Pública,Aluno-1453,12,1,2A,,"7,123485714",B,Ametista,,,,"8,5","7,8","6,3","6,5","7,5","7,7",5
Escola Pública,Aluno-1454,10,0,2A,,"7,70422381",B,Ametista,,,,"8,0","5,9","7,5","7,8","7,7","8,3",10
Escola Pública,Aluno-1455,12,0,2A,,"6,644255556",A,Agata,,,,"8,0","7,8","7,5","3,5","7,7","7,8",5
Escola Pública,Aluno-529,14,1,2A,,"5,266128572",B,Quartzo,,,,"7,0","6,6","4,4","4,3","4,8","4,9",5
Escola Pública,Aluno-1456,11,0,2A,,"8,492914286",C,Topázio,,,,"9,5","9,5","7,5","7,8","7,5","7,9",10
Escola Pública,Aluno-1015,11,1,2B,,"6,643252381",C,Agata,,,,"7,9","7,8","7,5","4,0","6,0","5,7",10
Escola Pública,Aluno-483,13,1,2B,,"6,578604762",C,Agata,,,,"8,5","5,6","6,3","5,3","8,1","8,1",5
Escola Pública,Aluno-497,15,1,2B,,"4,496080952",A,Quartzo,,,,"7,5","6,1","5,6","1,0","5,6","3,5",5
Escola Pública,Aluno-1457,12,1,2B,,"6,01977619",B,Agata,,,,"3,5","8,0","7,5","2,8","7,3","7,7",5
Escola Pública,Aluno-688,11,2,2B,,"8,986533333",B,Topázio,,,,"9,5","10,0","8,1","7,5","8,3","9,5",10
Escola Pública,Aluno-696,10,1,2B,,"7,482680952",B,Ametista,,,,"7,4","7,8","7,5","5,3","7,7","8,0",10
Escola Pública,Aluno-1458,12,1,2B,,"5,879073684",B,Quartzo,,,,"8,8","7,3","7,5","3,3","6,0","5,2",5
Rede Decisão/União,Aluno-1034,11,2,2B,,"8,033366667",B,Topázio,,,,"7,5","8,1","7,5","7,5","7,7","8,2",10
Escola Pública,Aluno-491,12,0,2B,,"6,995247619",B,Agata,,,,"7,5","9,0","7,5","5,3","7,1","7,2",5
Escola Pública,Aluno-1027,11,1,2B,,"8,220866667",D,Topázio,,,,"9,5","10,0","7,5","5,3","7,9","8,4",10
Escola Pública,Aluno-1023,10,2,2B,,"9,498580952",D,Topázio,,,,"9,5","9,5","9,4","9,5","9,0","9,6",10
Escola Pública,Aluno-686,11,1,2C,,"8,040259524",B,Topázio,,,,"8,0","8,8","6,9","7,3","8,4","7,5",10
Escola Pública,Aluno-480,12,1,2C,,"7,260202381",D,Ametista,,,,"6,3","8,1","7,5","5,0","7,8","7,4",10
